51.0 , 3838.97435897 , 4435.8974359 , 4043.58974359 , 4174.35897436 , 4661.53846154 , 3960.0 , 4470.76923077 , 4224.61538462 , 4025.12820513 , 4260.51282051 , 4448.71794872 , 4146.15384615 , 4029.23076923 , 4250.25641026 , 1685.0 , 1669.0 , 7.096 , 0.0 , 0.0 , 0.0 , 0.0 , 

52.0 , 3834.87179487 , 4432.82051282 , 4040.0 , 4165.12820513 , 4663.07692308 , 3955.8974359 , 4466.66666667 , 4218.46153846 , 4021.02564103 , 4244.61538462 , 4438.97435897 , 4138.46153846 , 4025.12820513 , 4247.69230769 , 1685.0 , 1671.0 , 7.103 , 0.0 , 0.0 , 0.0 , 0.0 , 

53.0 , 3829.23076923 , 4429.74358974 , 4034.35897436 , 4154.35897436 , 4658.97435897 , 3955.38461538 , 4466.66666667 , 4221.53846154 , 4027.69230769 , 4251.28205128 , 4436.41025641 , 4133.33333333 , 4020.0 , 4237.94871795 , 1685.0 , 1669.0 , 7.112 , 0.0 , 0.0 , 0.0 , 0.0 , 

54.0 , 3832.30769231 , 4427.69230769 , 4041.53846154 , 4154.35897436 , 4658.46153846 , 3953.33333333 , 4459.48717949 , 4224.61538462 , 4029.74358974 , 4255.8974359 , 4441.02564103 , 4137.43589744 , 4013.84615385 , 4235.38461538 , 1683.0 , 1670.0 , 7.12 , 0.0 , 0.0 , 0.0 , 0.0 , 

55.0 , 3835.8974359 , 4431.79487179 , 4038.97435897 , 4163.07692308 , 4657.43589744 , 3955.8974359 , 4454.35897436 , 4223.07692308 , 4028.71794872 , 4245.12820513 , 4445.64102564 , 4140.51282051 , 4021.02564103 , 4243.58974359 , 1684.0 , 1668.0 , 7.127 , 0.0 , 0.0 , 0.0 , 0.0 , 

56.0 , 3834.35897436 , 4432.30769231 , 4034.87179487 , 4162.56410256 , 4661.02564103 , 3954.35897436 , 4454.35897436 , 4221.53846154 , 4027.17948718 , 4238.97435897 , 4440.51282051 , 4137.43589744 , 4027.17948718 , 4248.20512821 , 1683.0 , 1668.0 , 7.134 , 0.0 , 0.0 , 0.0 , 0.0 , 

57.0 , 3830.25641026 , 4430.76923077 , 4034.35897436 , 4155.8974359 , 4657.94871795 , 3948.20512821 , 4449.23076923 , 4214.35897436 , 4021.53846154 , 4242.05128205 , 4437.94871795 , 4130.76923077 , 4022.56410256 , 4248.20512821 , 1684.0 , 1669.0 , 7.142 , 0.0 , 0.0 , 0.0 , 0.0 , 

58.0 , 3828.20512821 , 4433.33333333 , 4032.30769231 , 4156.92307692 , 4653.84615385 , 3950.76923077 , 4448.71794872 , 4207.17948718 , 4016.92307692 , 4241.53846154 , 4443.58974359 , 4128.20512821 , 4022.05128205 , 4248.20512821 , 1683.0 , 1669.0 , 7.15 , 0.0 , 0.0 , 0.0 , 0.0 , 

59.0 , 3820.51282051 , 4431.79487179 , 4033.84615385 , 4152.82051282 , 4660.51282051 , 3951.28205128 , 4452.30769231 , 4213.33333333 , 4018.97435897 , 4223.58974359 , 4441.53846154 , 4127.69230769 , 4020.0 , 4245.12820513 , 1684.0 , 1671.0 , 7.158 , 0.0 , 0.0 , 0.0 , 0.0 , 

60.0 , 3815.38461538 , 4435.8974359 , 4025.12820513 , 4152.82051282 , 4656.92307692 , 3953.84615385 , 4452.82051282 , 4219.48717949 , 4028.71794872 , 4229.74358974 , 4442.56410256 , 4130.25641026 , 4026.66666667 , 4243.58974359 , 1683.0 , 1672.0 , 7.167 , 0.0 , 0.0 , 0.0 , 0.0 , 

