['COUNTER', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'GYROX', 'GYROY', 'TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']
17.0 , 3370.25641026 , 4061.02564103 , 4119.48717949 , 3859.48717949 , 4632.82051282 , 4077.94871795 , 4472.30769231 , 4294.35897436 , 4277.43589744 , 4368.71794872 , 4248.20512821 , 4070.25641026 , 3713.33333333 , 3768.20512821 , 1687.0 , 1669.0 , 4.541 , 0.0 , 0.0 , 0.0 , 0.0 , 

18.0 , 3375.38461538 , 4070.76923077 , 4120.51282051 , 3859.48717949 , 4634.35897436 , 4077.94871795 , 4472.30769231 , 4305.12820513 , 4280.0 , 4378.97435897 , 4249.74358974 , 4070.25641026 , 3715.38461538 , 3772.82051282 , 1688.0 , 1669.0 , 4.565 , 0.0 , 0.0 , 0.0 , 0.0 , 

19.0 , 3378.46153846 , 4077.94871795 , 4120.0 , 3864.61538462 , 4631.79487179 , 4079.48717949 , 4472.30769231 , 4309.23076923 , 4281.53846154 , 4372.30769231 , 4252.30769231 , 4069.74358974 , 3712.30769231 , 3775.8974359 , 1689.0 , 1668.0 , 4.565 , 0.0 , 0.0 , 0.0 , 0.0 , 

20.0 , 3372.30769231 , 4073.84615385 , 4121.53846154 , 3864.61538462 , 4633.33333333 , 4082.56410256 , 4472.30769231 , 4303.58974359 , 4277.94871795 , 4360.51282051 , 4246.66666667 , 4068.20512821 , 3708.71794872 , 3774.87179487 , 1690.0 , 1670.0 , 4.565 , 0.0 , 0.0 , 0.0 , 0.0 , 

21.0 , 3365.64102564 , 4066.66666667 , 4121.02564103 , 3857.94871795 , 4642.56410256 , 4083.58974359 , 4472.30769231 , 4303.07692308 , 4275.38461538 , 4356.92307692 , 4244.1025641 , 4069.74358974 , 3710.76923077 , 3774.35897436 , 1690.0 , 1669.0 , 4.572 , 0.0 , 0.0 , 0.0 , 0.0 , 

22.0 , 3371.79487179 , 4070.25641026 , 4121.02564103 , 3857.94871795 , 4644.61538462 , 4081.53846154 , 4472.30769231 , 4313.33333333 , 4280.0 , 4363.58974359 , 4252.30769231 , 4074.87179487 , 3713.84615385 , 3775.8974359 , 1691.0 , 1670.0 , 4.593 , 0.0 , 0.0 , 0.0 , 0.0 , 

23.0 , 3377.94871795 , 4077.43589744 , 4121.02564103 , 3863.07692308 , 4635.38461538 , 4078.97435897 , 4472.30769231 , 4315.8974359 , 4283.07692308 , 4371.79487179 , 4256.41025641 , 4076.41025641 , 3714.87179487 , 3777.43589744 , 1690.0 , 1669.0 , 4.593 , 0.0 , 0.0 , 0.0 , 0.0 , 

24.0 , 3373.33333333 , 4076.92307692 , 4119.48717949 , 3862.56410256 , 4631.79487179 , 4079.48717949 , 4471.79487179 , 4307.17948718 , 4278.97435897 , 4371.28205128 , 4249.74358974 , 4074.35897436 , 3712.82051282 , 3778.46153846 , 1689.0 , 1671.0 , 4.596 , 0.0 , 0.0 , 0.0 , 0.0 , 

25.0 , 3368.20512821 , 4074.35897436 , 4120.51282051 , 3858.97435897 , 4635.8974359 , 4082.56410256 , 4472.30769231 , 4308.71794872 , 4278.46153846 , 4363.58974359 , 4246.66666667 , 4075.8974359 , 3712.30769231 , 3775.8974359 , 1690.0 , 1669.0 , 4.603 , 0.0 , 0.0 , 0.0 , 0.0 , 

26.0 , 3369.23076923 , 4075.38461538 , 4121.53846154 , 3862.05128205 , 4636.41025641 , 4084.1025641 , 4473.33333333 , 4311.79487179 , 4280.0 , 4355.38461538 , 4252.82051282 , 4075.8974359 , 3715.38461538 , 3769.74358974 , 1687.0 , 1670.0 , 4.628 , 0.0 , 0.0 , 0.0 , 0.0 , 

27.0 , 3370.25641026 , 4075.38461538 , 4120.51282051 , 3863.07692308 , 4632.82051282 , 4078.97435897 , 4472.82051282 , 4302.56410256 , 4271.28205128 , 4353.33333333 , 4253.33333333 , 4071.28205128 , 3715.38461538 , 3771.28205128 , 1689.0 , 1671.0 , 4.628 , 0.0 , 0.0 , 0.0 , 0.0 , 

28.0 , 3365.64102564 , 4072.30769231 , 4120.0 , 3851.28205128 , 4633.84615385 , 4074.87179487 , 4472.82051282 , 4298.97435897 , 4266.66666667 , 4355.38461538 , 4242.56410256 , 4068.71794872 , 3707.17948718 , 3771.28205128 , 1688.0 , 1670.0 , 4.628 , 0.0 , 0.0 , 0.0 , 0.0 , 

29.0 , 3362.05128205 , 4073.33333333 , 4120.51282051 , 3846.66666667 , 4632.82051282 , 4075.8974359 , 4473.33333333 , 4303.07692308 , 4270.25641026 , 4353.33333333 , 4241.02564103 , 4069.74358974 , 3707.69230769 , 3764.61538462 , 1687.0 , 1671.0 , 4.634 , 0.0 , 0.0 , 0.0 , 0.0 , 

30.0 , 3364.1025641 , 4078.46153846 , 4121.53846154 , 3857.43589744 , 4629.74358974 , 4075.8974359 , 4472.82051282 , 4298.46153846 , 4268.71794872 , 4352.82051282 , 4250.76923077 , 4071.28205128 , 3718.97435897 , 3765.64102564 , 1688.0 , 1670.0 , 4.658 , 0.0 , 0.0 , 0.0 , 0.0 , 

31.0 , 3365.12820513 , 4079.48717949 , 4121.02564103 , 3857.43589744 , 4636.92307692 , 4074.35897436 , 4471.79487179 , 4293.33333333 , 4267.69230769 , 4352.82051282 , 4246.15384615 , 4071.28205128 , 3716.41025641 , 3767.69230769 , 1688.0 , 1670.0 , 4.658 , 0.0 , 0.0 , 0.0 , 0.0 , 

32.0 , 3359.48717949 , 4073.84615385 , 4119.48717949 , 3845.64102564 , 4637.94871795 , 4073.33333333 , 4471.79487179 , 4297.94871795 , 4271.79487179 , 4343.07692308 , 4236.41025641 , 4070.25641026 , 3703.58974359 , 3754.35897436 , 1688.0 , 1670.0 , 4.658 , 0.0 , 0.0 , 0.0 , 0.0 , 

33.0 , 3356.92307692 , 4071.79487179 , 4119.48717949 , 3845.64102564 , 4627.69230769 , 4067.17948718 , 4472.30769231 , 4300.0 , 4269.23076923 , 4338.97435897 , 4241.02564103 , 4070.76923077 , 3705.64102564 , 3747.17948718 , 1689.0 , 1670.0 , 4.667 , 0.0 , 0.0 , 0.0 , 0.0 , 

34.0 , 3362.56410256 , 4074.35897436 , 4120.0 , 3855.38461538 , 4628.20512821 , 4064.61538462 , 4473.33333333 , 4296.41025641 , 4264.1025641 , 4341.02564103 , 4241.53846154 , 4073.33333333 , 3708.71794872 , 3761.02564103 , 1689.0 , 1669.0 , 4.69 , 0.0 , 0.0 , 0.0 , 0.0 , 

35.0 , 3367.69230769 , 4075.38461538 , 4120.0 , 3860.51282051 , 4639.48717949 , 4071.79487179 , 4473.33333333 , 4295.38461538 , 4265.64102564 , 4339.48717949 , 4234.87179487 , 4074.87179487 , 3703.58974359 , 3769.23076923 , 1689.0 , 1669.0 , 4.69 , 0.0 , 0.0 , 0.0 , 0.0 , 

36.0 , 3372.82051282 , 4076.41025641 , 4121.53846154 , 3864.1025641 , 4634.35897436 , 4072.30769231 , 4471.79487179 , 4297.43589744 , 4266.66666667 , 4353.33333333 , 4242.05128205 , 4076.92307692 , 3711.28205128 , 3771.28205128 , 1688.0 , 1669.0 , 4.69 , 0.0 , 0.0 , 0.0 , 0.0 , 

37.0 , 3378.46153846 , 4078.97435897 , 4122.05128205 , 3864.61538462 , 4618.97435897 , 4064.61538462 , 4471.79487179 , 4298.46153846 , 4270.25641026 , 4372.30769231 , 4259.48717949 , 4081.02564103 , 3724.61538462 , 3778.97435897 , 1687.0 , 1670.0 , 4.697 , 0.0 , 0.0 , 0.0 , 0.0 , 

38.0 , 3379.48717949 , 4079.48717949 , 4121.53846154 , 3863.58974359 , 4616.92307692 , 4064.61538462 , 4472.30769231 , 4296.92307692 , 4280.51282051 , 4366.66666667 , 4265.64102564 , 4082.56410256 , 3724.1025641 , 3778.97435897 , 1687.0 , 1669.0 , 4.719 , 0.0 , 0.0 , 0.0 , 0.0 , 

39.0 , 3375.38461538 , 4077.94871795 , 4121.53846154 , 3864.61538462 , 4627.17948718 , 4067.17948718 , 4471.79487179 , 4296.41025641 , 4278.97435897 , 4362.56410256 , 4257.43589744 , 4081.53846154 , 3718.97435897 , 3774.87179487 , 1688.0 , 1668.0 , 4.719 , 0.0 , 0.0 , 0.0 , 0.0 , 

40.0 , 3367.17948718 , 4077.43589744 , 4122.05128205 , 3855.38461538 , 4632.82051282 , 4064.61538462 , 4471.79487179 , 4297.43589744 , 4266.15384615 , 4366.66666667 , 4247.17948718 , 4074.87179487 , 3712.30769231 , 3768.71794872 , 1688.0 , 1667.0 , 4.721 , 0.0 , 0.0 , 0.0 , 0.0 , 

41.0 , 3361.53846154 , 4074.87179487 , 4118.97435897 , 3845.64102564 , 4627.69230769 , 4065.64102564 , 4472.30769231 , 4296.41025641 , 4263.07692308 , 4354.35897436 , 4248.20512821 , 4069.74358974 , 3706.66666667 , 3757.43589744 , 1688.0 , 1668.0 , 4.728 , 0.0 , 0.0 , 0.0 , 0.0 , 

42.0 , 3360.0 , 4068.71794872 , 4114.35897436 , 3851.79487179 , 4621.02564103 , 4069.23076923 , 4471.79487179 , 4296.41025641 , 4271.79487179 , 4342.05128205 , 4250.25641026 , 4072.30769231 , 3711.28205128 , 3756.41025641 , 1689.0 , 1668.0 , 4.749 , 0.0 , 0.0 , 0.0 , 0.0 , 

43.0 , 3361.02564103 , 4066.15384615 , 4114.87179487 , 3863.07692308 , 4617.43589744 , 4067.17948718 , 4472.30769231 , 4296.41025641 , 4273.33333333 , 4347.17948718 , 4243.07692308 , 4073.33333333 , 3714.35897436 , 3766.66666667 , 1690.0 , 1671.0 , 4.749 , 0.0 , 0.0 , 0.0 , 0.0 , 

44.0 , 3365.64102564 , 4073.33333333 , 4118.46153846 , 3861.53846154 , 4612.82051282 , 4060.0 , 4473.33333333 , 4295.8974359 , 4266.15384615 , 4353.84615385 , 4246.66666667 , 4072.82051282 , 3711.79487179 , 3770.76923077 , 1690.0 , 1670.0 , 4.753 , 0.0 , 0.0 , 0.0 , 0.0 , 

45.0 , 3369.23076923 , 4083.07692308 , 4117.94871795 , 3860.51282051 , 4616.41025641 , 4055.8974359 , 4474.35897436 , 4297.43589744 , 4264.1025641 , 4354.87179487 , 4252.30769231 , 4075.38461538 , 3714.35897436 , 3767.69230769 , 1688.0 , 1672.0 , 4.76 , 0.0 , 0.0 , 0.0 , 0.0 , 

46.0 , 3368.20512821 , 4083.07692308 , 4117.94871795 , 3864.61538462 , 4628.71794872 , 4057.43589744 , 4473.84615385 , 4296.41025641 , 4266.66666667 , 4358.46153846 , 4246.66666667 , 4074.87179487 , 3718.46153846 , 3769.74358974 , 1690.0 , 1670.0 , 4.781 , 0.0 , 0.0 , 0.0 , 0.0 , 

47.0 , 3370.25641026 , 4081.02564103 , 4120.51282051 , 3864.1025641 , 4636.92307692 , 4058.97435897 , 4472.82051282 , 4294.35897436 , 4265.12820513 , 4363.07692308 , 4246.66666667 , 4070.76923077 , 3722.56410256 , 3767.17948718 , 1688.0 , 1669.0 , 4.781 , 0.0 , 0.0 , 0.0 , 0.0 , 

48.0 , 3373.84615385 , 4085.64102564 , 4121.53846154 , 3870.25641026 , 4632.82051282 , 4057.94871795 , 4472.82051282 , 4300.51282051 , 4268.20512821 , 4369.23076923 , 4259.48717949 , 4075.38461538 , 3730.25641026 , 3768.20512821 , 1688.0 , 1670.0 , 4.784 , 0.0 , 0.0 , 0.0 , 0.0 , 

49.0 , 3374.35897436 , 4091.28205128 , 4120.51282051 , 3880.0 , 4625.12820513 , 4058.46153846 , 4472.82051282 , 4303.58974359 , 4276.41025641 , 4375.38461538 , 4267.17948718 , 4078.97435897 , 3731.28205128 , 3780.51282051 , 1688.0 , 1669.0 , 4.791 , 0.0 , 0.0 , 0.0 , 0.0 , 

50.0 , 3373.33333333 , 4094.87179487 , 4120.0 , 3876.41025641 , 4623.58974359 , 4061.53846154 , 4472.30769231 , 4296.92307692 , 4276.92307692 , 4372.82051282 , 4260.51282051 , 4074.87179487 , 3728.20512821 , 3784.1025641 , 1687.0 , 1669.0 , 4.812 , 0.0 , 0.0 , 0.0 , 0.0 , 

51.0 , 3378.97435897 , 4105.12820513 , 4122.05128205 , 3873.33333333 , 4622.56410256 , 4061.02564103 , 4472.30769231 , 4299.48717949 , 4278.46153846 , 4373.84615385 , 4259.48717949 , 4075.38461538 , 3736.92307692 , 3783.58974359 , 1687.0 , 1668.0 , 4.812 , 0.0 , 0.0 , 0.0 , 0.0 , 

52.0 , 3382.05128205 , 4110.76923077 , 4122.05128205 , 3878.46153846 , 4626.66666667 , 4058.97435897 , 4472.82051282 , 4305.12820513 , 4280.0 , 4381.02564103 , 4266.15384615 , 4077.43589744 , 3743.07692308 , 3787.17948718 , 1687.0 , 1669.0 , 4.815 , 0.0 , 0.0 , 0.0 , 0.0 , 

53.0 , 3367.69230769 , 4096.41025641 , 4115.38461538 , 3869.74358974 , 4640.51282051 , 4065.12820513 , 4473.33333333 , 4295.38461538 , 4268.20512821 , 4367.69230769 , 4256.41025641 , 4070.25641026 , 3729.74358974 , 3774.87179487 , 1687.0 , 1668.0 , 4.822 , 0.0 , 0.0 , 0.0 , 0.0 , 

54.0 , 3355.38461538 , 4088.20512821 , 4112.82051282 , 3858.46153846 , 4642.05128205 , 4068.20512821 , 4472.82051282 , 4289.23076923 , 4258.97435897 , 4346.66666667 , 4247.69230769 , 4064.1025641 , 3720.0 , 3757.94871795 , 1687.0 , 1669.0 , 4.842 , 0.0 , 0.0 , 0.0 , 0.0 , 

55.0 , 3363.58974359 , 4097.94871795 , 4120.0 , 3868.20512821 , 4624.1025641 , 4058.46153846 , 4473.33333333 , 4296.41025641 , 4265.12820513 , 4353.84615385 , 4260.51282051 , 4069.23076923 , 3728.71794872 , 3769.23076923 , 1688.0 , 1669.0 , 4.842 , 0.0 , 0.0 , 0.0 , 0.0 , 

56.0 , 3374.35897436 , 4100.51282051 , 4122.56410256 , 3878.46153846 , 4612.30769231 , 4053.84615385 , 4473.84615385 , 4298.97435897 , 4267.17948718 , 4373.84615385 , 4270.76923077 , 4075.38461538 , 3744.1025641 , 3784.61538462 , 1687.0 , 1669.0 , 4.846 , 0.0 , 0.0 , 0.0 , 0.0 , 

57.0 , 3368.71794872 , 4098.97435897 , 4118.97435897 , 3876.41025641 , 4616.41025641 , 4059.48717949 , 4473.84615385 , 4296.41025641 , 4262.56410256 , 4376.92307692 , 4264.61538462 , 4073.33333333 , 3752.82051282 , 3780.0 , 1688.0 , 1670.0 , 4.853 , 0.0 , 0.0 , 0.0 , 0.0 , 

58.0 , 3361.53846154 , 4104.1025641 , 4119.48717949 , 3874.35897436 , 4624.61538462 , 4061.53846154 , 4473.84615385 , 4297.43589744 , 4263.07692308 , 4370.76923077 , 4264.1025641 , 4070.25641026 , 3750.25641026 , 3779.48717949 , 1686.0 , 1670.0 , 4.877 , 0.0 , 0.0 , 0.0 , 0.0 , 

59.0 , 3362.56410256 , 4109.23076923 , 4122.05128205 , 3871.28205128 , 4626.15384615 , 4059.48717949 , 4473.84615385 , 4296.41025641 , 4266.66666667 , 4369.74358974 , 4269.23076923 , 4071.28205128 , 3738.46153846 , 3785.64102564 , 1686.0 , 1671.0 , 4.877 , 0.0 , 0.0 , 0.0 , 0.0 , 

60.0 , 3363.58974359 , 4109.74358974 , 4120.51282051 , 3865.64102564 , 4618.46153846 , 4060.51282051 , 4473.33333333 , 4298.46153846 , 4271.28205128 , 4373.33333333 , 4265.64102564 , 4072.82051282 , 3729.23076923 , 3782.05128205 , 1686.0 , 1670.0 , 4.877 , 0.0 , 0.0 , 0.0 , 0.0 , 

61.0 , 3361.53846154 , 4102.05128205 , 4117.43589744 , 3863.58974359 , 4612.82051282 , 4061.53846154 , 4472.30769231 , 4298.97435897 , 4268.20512821 , 4372.30769231 , 4261.02564103 , 4068.20512821 , 3723.07692308 , 3772.30769231 , 1685.0 , 1670.0 , 4.886 , 0.0 , 0.0 , 0.0 , 0.0 , 

62.0 , 3357.94871795 , 4090.25641026 , 4112.30769231 , 3866.66666667 , 4617.43589744 , 4061.02564103 , 4473.33333333 , 4295.38461538 , 4265.64102564 , 4369.23076923 , 4262.56410256 , 4063.07692308 , 3718.46153846 , 3766.15384615 , 1686.0 , 1669.0 , 4.906 , 0.0 , 0.0 , 0.0 , 0.0 , 

63.0 , 3358.97435897 , 4090.76923077 , 4107.17948718 , 3866.66666667 , 4616.41025641 , 4060.0 , 4473.33333333 , 4296.41025641 , 4272.82051282 , 4373.84615385 , 4266.15384615 , 4067.69230769 , 3729.74358974 , 3768.20512821 , 1686.0 , 1669.0 , 4.906 , 0.0 , 0.0 , 0.0 , 0.0 , 

64.0 , 3360.51282051 , 4093.84615385 , 4106.66666667 , 3865.64102564 , 4616.41025641 , 4062.56410256 , 4472.82051282 , 4296.92307692 , 4271.28205128 , 4371.79487179 , 4262.05128205 , 4069.74358974 , 3738.97435897 , 3765.64102564 , 1687.0 , 1670.0 , 4.909 , 0.0 , 0.0 , 0.0 , 0.0 , 

65.0 , 3358.46153846 , 4092.82051282 , 4107.17948718 , 3869.74358974 , 4628.71794872 , 4063.58974359 , 4472.82051282 , 4292.82051282 , 4261.02564103 , 4357.43589744 , 4256.41025641 , 4065.12820513 , 3728.20512821 , 3754.87179487 , 1686.0 , 1671.0 , 4.916 , 0.0 , 0.0 , 0.0 , 0.0 , 

66.0 , 3360.0 , 4100.0 , 4111.79487179 , 3876.92307692 , 4629.74358974 , 4054.87179487 , 4473.33333333 , 4291.79487179 , 4263.07692308 , 4359.48717949 , 4260.51282051 , 4067.17948718 , 3731.79487179 , 3760.0 , 1688.0 , 1670.0 , 4.937 , 0.0 , 0.0 , 0.0 , 0.0 , 

67.0 , 3367.17948718 , 4108.20512821 , 4118.46153846 , 3880.0 , 4616.41025641 , 4050.76923077 , 4472.82051282 , 4296.92307692 , 4269.74358974 , 4376.92307692 , 4267.17948718 , 4073.84615385 , 3754.35897436 , 3781.02564103 , 1686.0 , 1670.0 , 4.937 , 0.0 , 0.0 , 0.0 , 0.0 , 

68.0 , 3371.28205128 , 4107.69230769 , 4115.38461538 , 3878.97435897 , 4618.46153846 , 4057.94871795 , 4472.82051282 , 4297.43589744 , 4269.23076923 , 4382.56410256 , 4267.17948718 , 4076.41025641 , 3755.8974359 , 3784.61538462 , 1687.0 , 1671.0 , 4.94 , 0.0 , 0.0 , 0.0 , 0.0 , 

69.0 , 3368.71794872 , 4108.71794872 , 4111.79487179 , 3878.97435897 , 4626.15384615 , 4061.53846154 , 4473.84615385 , 4295.38461538 , 4270.25641026 , 4379.48717949 , 4265.64102564 , 4075.38461538 , 3740.51282051 , 3771.28205128 , 1687.0 , 1671.0 , 4.947 , 0.0 , 0.0 , 0.0 , 0.0 , 

70.0 , 3367.69230769 , 4109.74358974 , 4113.84615385 , 3878.46153846 , 4613.84615385 , 4058.46153846 , 4472.82051282 , 4296.92307692 , 4278.97435897 , 4384.61538462 , 4265.12820513 , 4072.82051282 , 3738.46153846 , 3767.69230769 , 1686.0 , 1673.0 , 4.969 , 0.0 , 0.0 , 0.0 , 0.0 , 

71.0 , 3371.28205128 , 4107.17948718 , 4111.79487179 , 3877.43589744 , 4603.58974359 , 4057.43589744 , 4472.30769231 , 4298.46153846 , 4281.53846154 , 4393.33333333 , 4267.17948718 , 4071.79487179 , 3742.05128205 , 3775.38461538 , 1687.0 , 1673.0 , 4.969 , 0.0 , 0.0 , 0.0 , 0.0 , 

72.0 , 3371.28205128 , 4106.66666667 , 4105.64102564 , 3878.97435897 , 4613.84615385 , 4058.46153846 , 4473.33333333 , 4297.43589744 , 4272.30769231 , 4389.23076923 , 4265.64102564 , 4073.33333333 , 3740.0 , 3774.35897436 , 1686.0 , 1675.0 , 4.971 , 0.0 , 0.0 , 0.0 , 0.0 , 

73.0 , 3365.64102564 , 4105.64102564 , 4105.64102564 , 3878.97435897 , 4621.53846154 , 4055.8974359 , 4473.84615385 , 4296.41025641 , 4264.61538462 , 4376.92307692 , 4255.8974359 , 4071.79487179 , 3742.05128205 , 3765.12820513 , 1687.0 , 1674.0 , 4.978 , 0.0 , 0.0 , 0.0 , 0.0 , 

74.0 , 3361.02564103 , 4103.07692308 , 4106.66666667 , 3877.43589744 , 4615.38461538 , 4051.79487179 , 4472.82051282 , 4296.92307692 , 4266.15384615 , 4371.28205128 , 4248.20512821 , 4067.17948718 , 3746.15384615 , 3764.61538462 , 1687.0 , 1673.0 , 5.0 , 0.0 , 0.0 , 0.0 , 0.0 , 

75.0 , 3360.51282051 , 4104.1025641 , 4102.05128205 , 3877.43589744 , 4616.92307692 , 4048.71794872 , 4473.33333333 , 4291.79487179 , 4267.17948718 , 4369.74358974 , 4250.25641026 , 4064.61538462 , 3744.1025641 , 3769.23076923 , 1688.0 , 1673.0 , 5.0 , 0.0 , 0.0 , 0.0 , 0.0 , 

76.0 , 3363.07692308 , 4105.12820513 , 4100.51282051 , 3877.94871795 , 4624.1025641 , 4049.74358974 , 4472.82051282 , 4283.07692308 , 4263.07692308 , 4362.56410256 , 4250.76923077 , 4064.1025641 , 3733.84615385 , 3763.07692308 , 1688.0 , 1673.0 , 5.002 , 0.0 , 0.0 , 0.0 , 0.0 , 

77.0 , 3356.92307692 , 4098.46153846 , 4102.56410256 , 3880.0 , 4623.07692308 , 4052.30769231 , 4471.79487179 , 4280.51282051 , 4258.97435897 , 4348.71794872 , 4243.07692308 , 4060.51282051 , 3723.58974359 , 3747.69230769 , 1688.0 , 1673.0 , 5.01 , 0.0 , 0.0 , 0.0 , 0.0 , 

78.0 , 3351.28205128 , 4097.94871795 , 4101.53846154 , 3877.43589744 , 4615.8974359 , 4054.35897436 , 4471.79487179 , 4281.02564103 , 4256.92307692 , 4342.05128205 , 4241.02564103 , 4054.87179487 , 3725.12820513 , 3746.66666667 , 1687.0 , 1674.0 , 5.033 , 0.0 , 0.0 , 0.0 , 0.0 , 

79.0 , 3366.15384615 , 4112.82051282 , 4100.0 , 3879.48717949 , 4607.17948718 , 4052.82051282 , 4472.82051282 , 4286.66666667 , 4262.05128205 , 4357.94871795 , 4253.33333333 , 4057.43589744 , 3742.56410256 , 3763.58974359 , 1688.0 , 1675.0 , 5.033 , 0.0 , 0.0 , 0.0 , 0.0 , 

80.0 , 3385.64102564 , 4126.66666667 , 4103.58974359 , 3888.71794872 , 4603.58974359 , 4050.76923077 , 4472.30769231 , 4296.41025641 , 4269.23076923 , 4383.58974359 , 4267.17948718 , 4064.61538462 , 3759.48717949 , 3774.35897436 , 1686.0 , 1674.0 , 5.033 , 0.0 , 0.0 , 0.0 , 0.0 , 

81.0 , 3384.1025641 , 4124.1025641 , 4104.61538462 , 3889.23076923 , 4608.20512821 , 4051.79487179 , 4472.30769231 , 4297.94871795 , 4266.66666667 , 4387.17948718 , 4270.25641026 , 4065.64102564 , 3760.0 , 3773.33333333 , 1684.0 , 1675.0 , 5.041 , 0.0 , 0.0 , 0.0 , 0.0 , 

82.0 , 3371.28205128 , 4112.82051282 , 4100.0 , 3877.94871795 , 4617.43589744 , 4051.28205128 , 4473.33333333 , 4286.15384615 , 4264.61538462 , 4367.69230769 , 4259.48717949 , 4061.53846154 , 3745.12820513 , 3768.71794872 , 1685.0 , 1674.0 , 5.065 , 0.0 , 0.0 , 0.0 , 0.0 , 

83.0 , 3363.07692308 , 4110.76923077 , 4094.87179487 , 3871.79487179 , 4618.97435897 , 4045.64102564 , 4473.84615385 , 4279.48717949 , 4266.66666667 , 4355.38461538 , 4246.66666667 , 4059.48717949 , 3732.30769231 , 3757.43589744 , 1684.0 , 1675.0 , 5.065 , 0.0 , 0.0 , 0.0 , 0.0 , 

84.0 , 3360.51282051 , 4118.97435897 , 4095.38461538 , 3876.92307692 , 4611.79487179 , 4042.05128205 , 4472.30769231 , 4283.07692308 , 4266.66666667 , 4361.02564103 , 4243.58974359 , 4062.05128205 , 3738.46153846 , 3750.76923077 , 1685.0 , 1674.0 , 5.065 , 0.0 , 0.0 , 0.0 , 0.0 , 

85.0 , 3363.58974359 , 4124.61538462 , 4100.0 , 3885.12820513 , 4614.35897436 , 4050.25641026 , 4471.79487179 , 4282.05128205 , 4265.12820513 , 4361.02564103 , 4248.20512821 , 4063.58974359 , 3749.23076923 , 3757.94871795 , 1686.0 , 1674.0 , 5.072 , 0.0 , 0.0 , 0.0 , 0.0 , 

86.0 , 3367.69230769 , 4120.51282051 , 4101.53846154 , 3889.23076923 , 4632.30769231 , 4060.0 , 4472.30769231 , 4279.48717949 , 4264.61538462 , 4350.76923077 , 4248.20512821 , 4062.05128205 , 3747.17948718 , 3761.53846154 , 1688.0 , 1673.0 , 5.093 , 0.0 , 0.0 , 0.0 , 0.0 , 

87.0 , 3370.76923077 , 4118.46153846 , 4101.02564103 , 3890.25641026 , 4637.94871795 , 4055.8974359 , 4472.30769231 , 4289.74358974 , 4265.64102564 , 4357.94871795 , 4249.23076923 , 4064.1025641 , 3741.53846154 , 3758.46153846 , 1688.0 , 1672.0 , 5.093 , 0.0 , 0.0 , 0.0 , 0.0 , 

88.0 , 3376.41025641 , 4120.51282051 , 4100.51282051 , 3891.79487179 , 4620.0 , 4049.23076923 , 4471.79487179 , 4300.0 , 4267.17948718 , 4367.17948718 , 4253.84615385 , 4065.64102564 , 3740.51282051 , 3759.48717949 , 1690.0 , 1672.0 , 5.096 , 0.0 , 0.0 , 0.0 , 0.0 , 

89.0 , 3380.51282051 , 4124.61538462 , 4100.0 , 3895.38461538 , 4610.76923077 , 4049.23076923 , 4471.79487179 , 4293.33333333 , 4267.17948718 , 4359.48717949 , 4257.43589744 , 4064.1025641 , 3749.74358974 , 3762.05128205 , 1689.0 , 1670.0 , 5.104 , 0.0 , 0.0 , 0.0 , 0.0 , 

90.0 , 3387.17948718 , 4133.33333333 , 4099.48717949 , 3895.8974359 , 4617.94871795 , 4047.69230769 , 4473.33333333 , 4290.25641026 , 4265.64102564 , 4362.05128205 , 4270.76923077 , 4068.20512821 , 3768.71794872 , 3773.84615385 , 1689.0 , 1670.0 , 5.128 , 0.0 , 0.0 , 0.0 , 0.0 , 

91.0 , 3393.33333333 , 4139.48717949 , 4101.02564103 , 3898.46153846 , 4616.41025641 , 4043.58974359 , 4473.84615385 , 4293.33333333 , 4266.15384615 , 4380.51282051 , 4280.51282051 , 4074.35897436 , 3776.41025641 , 3788.20512821 , 1687.0 , 1670.0 , 5.128 , 0.0 , 0.0 , 0.0 , 0.0 , 

92.0 , 3390.25641026 , 4138.97435897 , 4099.48717949 , 3906.66666667 , 4610.25641026 , 4042.56410256 , 4472.82051282 , 4287.69230769 , 4263.58974359 , 4383.07692308 , 4271.28205128 , 4069.23076923 , 3763.58974359 , 3786.15384615 , 1686.0 , 1671.0 , 5.128 , 0.0 , 0.0 , 0.0 , 0.0 , 

93.0 , 3384.61538462 , 4136.92307692 , 4096.41025641 , 3913.33333333 , 4619.48717949 , 4046.66666667 , 4472.82051282 , 4286.15384615 , 4264.61538462 , 4372.82051282 , 4260.51282051 , 4062.56410256 , 3757.94871795 , 3776.92307692 , 1684.0 , 1672.0 , 5.135 , 0.0 , 0.0 , 0.0 , 0.0 , 

94.0 , 3380.51282051 , 4134.87179487 , 4098.46153846 , 3905.64102564 , 4634.35897436 , 4052.30769231 , 4472.82051282 , 4293.84615385 , 4273.84615385 , 4372.30769231 , 4260.51282051 , 4061.53846154 , 3762.56410256 , 3771.79487179 , 1684.0 , 1672.0 , 5.158 , 0.0 , 0.0 , 0.0 , 0.0 , 

